,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
610,CASP16.M1224TS450_2,2,1,0.855,0.464,0.635,0.395,0.645,0.315,5.466,0.76101,0.56975,0.51264,0.25278,0.20084,0.35428,0.4418833333333333,0.2693,0.6144666666666666,0.0534667399690079,1120.23,5332182.0,9268357.91,-3.4442533649950544,220.227,159.913
611,CASP16.M1224TS450_3,2,1,0.855,0.464,0.635,0.395,0.645,0.315,5.466,0.76101,0.56975,0.51264,0.25278,0.20084,0.35428,0.4418833333333333,0.2693,0.6144666666666666,0.0534667399690079,1120.23,5332182.0,9268357.91,-3.4442533649950544,211.333,159.913
612,CASP16.M1224TS450_4,2,1,0.889,0.504,0.631,0.418,0.706,0.296,4.679,0.74922,0.55811,0.50364,0.23766,0.18156,0.34382,0.4290016666666666,0.25434666666666667,0.6036566666666666,0.05087949000180743,1118.53,4920265.01,8835745.01,-3.9686753840786877,401.092,180.04
613,CASP16.M1224TS450_5,2,1,0.681,0.357,0.613,0.183,0.401,0.172,21.502,0.75202,0.56518,0.50445,0.26605,0.21835,0.34369,0.4416233333333333,0.27603,0.6072166666666666,0.03618407937117993,1189.75,4400677.04,8139102.95,-0.42301112059913104,157.997,195.931
614,CASP16.M1224TS462_1,2,1,0.889,0.497,0.632,0.419,0.699,0.302,4.455,0.75425,0.55413,0.49551,0.22299,0.17273,0.32556,0.4208616666666667,0.24042666666666668,0.6012966666666667,0.053810991842328806,1322.82,5503665.41,9545998.2,-6.68739498150185,400.1,161.737
615,CASP16.M1224TS462_2,2,1,0.887,0.504,0.65,0.503,0.653,0.335,4.72,0.75441,0.56271,0.50375,0.24565,0.19086,0.34994,0.43455333333333335,0.26215,0.6069566666666667,0.04916249080993111,1179.56,5052967.21,9417914.1,-4.646500648086948,365.627,180.289
616,CASP16.M1224TS462_3,2,1,0.837,0.427,0.633,0.458,0.701,0.298,5.807,0.75934,0.56597,0.50622,0.24748,0.19699,0.34933,0.437555,0.2646,0.61051,0.04321308546204819,1311.38,5160810.15,8952375.43,-3.280401487805079,271.236,157.033
617,CASP16.M1224TS462_4,2,1,0.701,0.373,0.616,0.189,0.48,0.185,20.112,0.75847,0.55854,0.50042,0.2566,0.20687,0.34498,0.43764666666666663,0.2694833333333333,0.60581,0.0357356273219537,1203.44,4148278.88,7262253.33,-2.3095364703286663,146.621,156.784
618,CASP16.M1224TS462_5,2,1,0.833,0.43,0.649,0.464,0.694,0.347,6.078,0.75083,0.56049,0.50118,0.25299,0.19578,0.35435,0.43593666666666664,0.2677066666666667,0.6041666666666666,0.051611029617197345,1340.21,5481599.15,9881917.02,-2.157800345723769,229.989,199.073
619,CASP16.M1224TS481_1,2,1,0.835,0.461,0.642,0.294,0.526,0.273,5.716,0.76218,0.56673,0.5087,0.23469,0.18996,0.32476,0.43117,0.2498033333333333,0.6125366666666667,0.029696628619421975,942.461,3170563.91,6014074.49,-3.8519447885039693,227.567,129.949
620,CASP16.M1224TS481_2,2,1,0.875,0.492,0.664,0.517,0.745,0.379,4.965,0.75145,0.55343,0.49414,0.24631,0.18745,0.33797,0.4284583333333333,0.2572433333333333,0.5996733333333333,0.05187676794048457,1420.52,5694966.84,9360767.89,-5.4973849998986255,291.111,169.369
621,CASP16.M1224TS481_3,2,1,0.856,0.466,0.659,0.432,0.662,0.32,5.493,0.75391,0.56838,0.50862,0.24272,0.18522,0.35443,0.43554666666666664,0.26079,0.6103033333333333,0.05566605515959963,1475.24,7040434.55,11858885.5,-2.018864568019171,369.146,252.291
622,CASP16.M1224TS481_4,2,1,0.734,0.347,0.654,0.271,0.469,0.183,8.036,0.76208,0.56807,0.50796,0.22737,0.19331,0.31968,0.429745,0.24678666666666668,0.6127033333333333,0.03896347373702155,876.047,2023983.3,4119704.7,-5.684931246990294,173.951,60.9905
623,CASP16.M1224TS481_5,2,1,0.713,0.344,0.631,0.153,0.477,0.201,8.722,0.77047,0.57956,0.52118,0.26579,0.23072,0.33851,0.4510383333333333,0.27834000000000003,0.6237366666666666,0.03473459189649475,854.382,2622940.18,4970139.81,-4.82850810804279,242.226,92.5885
