,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
808,CASP16.M1282TS338_5,1,1,0.551,0.372,0.161,0.0,0.07,0.0,17.985,0.8126,0.6596,0.58203,0.15506,0.08678,0.30062,0.4327816666666667,0.18081999999999998,0.6847433333333334,0.12403400484472511,556.454,5907672.1,9445381.59,-1.9440579908100724,239.748,206.895
809,CASP16.M1282TS369_1,1,1,0.789,0.762,0.444,0.012,0.117,0.035,13.91,0.71834,0.56106,0.44009,0.13971,0.05628,0.28267,0.36635833333333334,0.15955333333333332,0.5731633333333334,0.09413988580927252,1570.72,5943105.82,14537830.21,-0.035512681770137056,55.929,493.514
810,CASP16.M1282TS369_2,1,1,0.781,0.76,0.783,0.0,0.016,0.0,22.554,0.8849,0.74478,0.71367,0.08778,0.05693,0.15832,0.44106333333333336,0.10101,0.7811166666666667,0.025045354379108174,135.49,719353.39,1035177.88,-5.141311833231665,65.872,28.0815
811,CASP16.M1282TS369_3,1,1,0.2,0.104,0.107,0.06,0.216,0.009,16.738,0.60839,0.42797,0.29766,0.13559,0.06793,0.28396,0.3035833333333333,0.16249333333333332,0.4446733333333333,0.13004815606400372,847.745,4615057.0,8218568.43,-1.7052696139070278,100.404,252.577
812,CASP16.M1282TS369_4,1,1,0.564,0.485,0.239,0.0,0.085,0.002,20.384,0.65466,0.45956,0.32559,0.12839,0.05499,0.26352,0.3144516666666667,0.14896666666666666,0.4799366666666667,0.0906849544029683,1314.12,5744004.59,12310336.51,-0.00021770377796825665,-2582.387,463.174
813,CASP16.M1282TS369_5,1,1,0.78,0.763,0.613,0.0,0.093,0.006,25.244,0.74631,0.54411,0.4382,0.0947,0.04257,0.22254,0.34807166666666667,0.11993666666666665,0.5762066666666666,0.06721826875000261,270.432,2424950.84,3854711.29,-5.157877869838823,124.915,101.816
814,CASP16.M1282TS450_1,1,1,0.737,0.66,0.67,0.0,0.041,0.0,17.334,0.76658,0.56741,0.46278,0.10422,0.05254,0.20436,0.35964833333333335,0.12037333333333333,0.5989233333333334,0.06458360818214715,80.422,1358988.22,2657970.77,-4.743835590267441,78.356,58.2973
815,CASP16.M1282TS450_2,1,1,0.765,0.675,0.681,0.0,0.352,0.084,11.766,0.7527,0.54736,0.43671,0.12071,0.08316,0.25521,0.365975,0.15302666666666667,0.5789233333333333,0.0913296714425087,151.742,1072960.19,1739236.63,-4.960514187274777,124.269,35.7043
816,CASP16.M1282TS450_3,1,1,0.762,0.678,0.696,0.031,0.163,0.045,11.098,0.75393,0.54197,0.43189,0.0762,0.0397,0.18064,0.33738833333333335,0.09884666666666665,0.57593,0.05334617845946922,85.737,643391.97,1155388.15,-6.469032418795112,44.364,26.8532
817,CASP16.M1282TS450_4,1,1,0.779,0.756,0.777,0.0,0.016,0.0,23.524,0.89384,0.75312,0.72908,0.09748,0.06176,0.16563,0.4501516666666666,0.10829,0.7920133333333332,0.03337929568951949,117.597,830892.49,1131527.45,-3.1212829728493903,83.832,28.8018
818,CASP16.M1282TS450_5,1,1,0.787,0.753,0.791,0.0,0.091,0.003,11.494,0.88203,0.7607,0.73405,0.11875,0.07052,0.25019,0.46937333333333336,0.14648666666666668,0.7922600000000001,0.0853732082992792,209.425,1653238.16,2417234.76,-4.256114603814543,144.835,61.735
819,CASP16.M1282TS462_1,1,1,0.78,0.764,0.791,0.0,0.016,0.0,22.695,0.88937,0.7625,0.73323,0.10923,0.06153,0.18326,0.45652000000000004,0.11800666666666666,0.7950333333333334,0.035587586974725124,237.644,1084914.38,1468094.28,-3.389002299516797,109.069,41.0608
820,CASP16.M1282TS462_2,1,1,0.778,0.757,0.757,0.0,0.0,0.0,15.637,0.88772,0.74738,0.72054,0.14398,0.10827,0.25637,0.4773766666666667,0.16954,0.7852133333333334,0.09998266623588278,232.938,1532591.55,2176988.41,-1.5298101944527407,171.102,52.7591
821,CASP16.M1282TS462_3,1,1,0.779,0.755,0.779,0.0,0.015,0.0,21.673,0.89421,0.76864,0.74077,0.0903,0.05734,0.1601,0.45189333333333337,0.10258,0.8012066666666667,0.027960018360317914,179.045,1044882.23,1442073.68,-8.017228131934104,81.368,38.7128
822,CASP16.M1282TS462_4,1,1,0.781,0.766,0.782,0.0,0.029,0.0,21.995,0.88835,0.75073,0.72178,0.10472,0.06704,0.18473,0.45289166666666664,0.11882999999999999,0.7869533333333333,0.03263521038461476,181.347,1058873.61,1508246.98,-6.7385980895181135,97.558,35.7401
823,CASP16.M1282TS462_5,1,1,0.782,0.757,0.752,0.0,0.0,0.0,14.507,0.89738,0.76322,0.73389,0.12348,0.09187,0.22595,0.4726316666666667,0.1471,0.7981633333333334,0.058919756006798704,155.209,1006806.37,1408706.62,-0.022360251545136555,153.854,31.2096
824,CASP16.M1282TS481_1,1,1,0.786,0.737,0.734,0.041,0.447,0.065,13.48,0.90353,0.78308,0.74326,0.19735,0.12006,0.31506,0.51039,0.21082333333333333,0.8099566666666668,0.16124475337564945,521.522,4214917.3,7365057.18,-1.5292822476234416,366.267,161.805
825,CASP16.M1282TS481_2,1,1,0.782,0.749,0.739,0.0,0.298,0.007,10.918,0.89561,0.78038,0.73927,0.15145,0.08229,0.27344,0.4870733333333333,0.16906,0.8050866666666666,0.10165028520859778,447.623,3182963.31,5365008.03,-3.515478099806505,313.501,123.105
826,CASP16.M1282TS481_3,1,1,0.776,0.734,0.726,0.0,0.208,0.01,14.951,0.89274,0.78409,0.74533,0.16178,0.0839,0.28184,0.4916133333333333,0.17584,0.8073866666666666,0.12527521871961653,600.5,5509549.99,8554872.36,-0.12752091267897134,496.079,183.467
827,CASP16.M1282TS481_4,1,1,0.785,0.747,0.745,0.0,0.293,0.021,14.35,0.8956,0.77211,0.73447,0.1438,0.08568,0.28446,0.48602,0.17131333333333335,0.8007266666666667,0.110821090079844,543.355,3312411.89,5578215.96,-2.117031363425427,351.32,121.352
828,CASP16.M1282TS481_5,1,1,0.773,0.738,0.749,0.0,0.206,0.004,12.932,0.88969,0.76908,0.74487,0.13679,0.11015,0.26506,0.48594000000000004,0.17066666666666666,0.8012133333333334,0.10498363375663758,306.39,2128559.9,3473156.09,-5.74472832985866,237.353,89.2758
829,CASP16.M1282TS489_1,1,1,0.778,0.754,0.776,0.0,0.016,0.0,22.615,0.89005,0.76246,0.73784,0.09344,0.05205,0.15754,0.44889666666666667,0.10101,0.7967833333333333,0.030518952393322252,165.36,687357.48,1051248.25,-4.821618941309168,74.701,16.354
830,CASP16.M1282TS489_2,1,1,0.783,0.764,0.78,0.0,0.053,0.0,19.382,0.88986,0.77729,0.74633,0.13905,0.05803,0.2277,0.4730433333333333,0.14159333333333335,0.8044933333333333,0.0752909402246587,351.018,2592235.24,4932537.32,-3.9734023457219485,186.463,105.176
831,CASP16.M1282TS489_3,1,1,0.782,0.764,0.771,0.0,0.0,0.0,23.52,0.88718,0.75286,0.72619,0.08275,0.04674,0.15734,0.4421766666666666,0.09561000000000001,0.7887433333333332,0.03418791643052828,158.936,837336.67,1373775.06,-2.499985966950826,80.528,27.46
832,CASP16.M1282TS489_4,1,1,0.783,0.764,0.767,0.0,0.087,0.0,19.956,0.88347,0.75944,0.72623,0.12309,0.04647,0.21859,0.45954833333333334,0.12938333333333332,0.7897133333333334,0.06971323464531452,337.814,2582377.94,4858102.28,-3.191511864707358,181.66,131.439
833,CASP16.M1282TS489_5,1,1,0.782,0.763,0.79,0.0,0.014,0.0,14.415,0.88389,0.74586,0.71501,0.1438,0.11981,0.24837,0.47612333333333334,0.17066,0.7815866666666667,0.07572815616149456,238.827,1274268.65,1764367.57,-1.6784463594083794,162.092,45.4854
