,model,num_rna_chains,num_prot_chains,tm,oligo_gdtts,bb_lddt,ics,ips,ilddt,rmsd,CARP:bb_lddt,CARP:oligo_gdtts,CARP:oligo_gdtha,CARP:ilddt,CARP:ics,CARP:ips,CARP:Merged,CARP:Iface,CARP:Fold,CARP:RP,FTDMP,DARS-RNP,QUASI-RNP,DRPScore,ITScore-PR,3dRPC
927,CASP16.M1293TS286_4,1,2,0.679,0.564,0.829,0.88,0.859,0.902,9.178,0.93908,0.81875,0.78522,0.54098,0.60525,0.64091,0.7216983333333333,0.5957133333333333,0.8476833333333333,0.1689456334337592,1630.58,3354984.0,4579813.02,-3.3910999078274537,391.776,101.104
928,CASP16.M1293TS286_5,1,2,0.64,0.546,0.839,0.919,0.895,0.904,10.005,0.93772,0.82553,0.79186,0.54501,0.61255,0.64598,0.7264416666666667,0.6011799999999999,0.8517033333333334,0.1749890155857429,1526.07,3366221.11,4478710.58,-4.895586851430288,376.777,99.7588
929,CASP16.M1293TS294_1,1,2,0.763,0.604,0.846,0.884,0.872,0.908,7.612,0.9393,0.82548,0.79229,0.55276,0.62443,0.65499,0.7315416666666668,0.6107266666666668,0.8523566666666667,0.1532267864095047,1627.62,3236007.35,4305191.12,-2.3086209656100163,390.537,103.824
930,CASP16.M1293TS294_2,1,2,0.882,0.854,0.841,0.838,0.828,0.896,17.014,0.93505,0.82388,0.79435,0.52208,0.56585,0.63872,0.7133216666666666,0.5755499999999999,0.8510933333333334,0.09981889311457051,1761.3,4212071.47,5645984.57,-2.4202101025647202,518.172,127.143
931,CASP16.M1293TS294_3,1,2,0.905,0.856,0.862,0.893,0.879,0.919,6.505,0.94068,0.82147,0.78912,0.5439,0.61347,0.64541,0.7256750000000001,0.6009266666666667,0.8504233333333334,0.15551089860964568,1641.28,3243805.37,4247624.99,-2.7082730031841176,399.626,106.555
932,CASP16.M1293TS294_4,1,2,0.875,0.834,0.846,0.864,0.855,0.914,17.517,0.93253,0.82872,0.79865,0.53751,0.57702,0.64173,0.71936,0.58542,0.8533,0.12098235483281314,1738.53,4298752.89,5742278.88,-1.3864280744909667,521.35,135.072
933,CASP16.M1293TS294_5,1,2,0.899,0.859,0.841,0.873,0.899,0.919,7.978,0.9425,0.82409,0.79063,0.55154,0.62116,0.65666,0.7310966666666667,0.6097866666666668,0.8524066666666666,0.15460112536093218,1598.77,3042923.54,4283343.25,-3.044892214567217,385.678,103.824
934,CASP16.M1293TS304_1,1,2,0.914,0.868,0.858,0.88,0.859,0.911,6.185,0.94329,0.827,0.79487,0.55347,0.61995,0.6507,0.7315466666666666,0.6080399999999999,0.8550533333333332,0.20041315676644444,1636.06,3259183.12,4399736.88,-2.5837196307425305,387.704,102.318
935,CASP16.M1293TS304_2,1,2,0.876,0.808,0.847,0.92,0.918,0.912,9.125,0.93828,0.82377,0.79026,0.5223,0.59461,0.63717,0.7177316666666667,0.5846933333333334,0.8507699999999999,0.12115264419699089,1561.69,3222034.14,4418954.22,-2.143453686677061,411.092,98.1253
936,CASP16.M1293TS304_3,1,2,0.895,0.863,0.86,0.892,0.879,0.923,10.563,0.94425,0.83155,0.80288,0.55319,0.62737,0.65992,0.7365266666666668,0.6134933333333333,0.8595600000000001,0.141107616876252,1604.76,3191801.96,4237336.11,-0.7539653084344301,381.372,106.126
937,CASP16.M1293TS304_4,1,2,0.887,0.857,0.837,0.918,0.919,0.912,10.29,0.93723,0.82338,0.7895,0.55561,0.6227,0.66524,0.7322766666666667,0.6145166666666667,0.8500366666666667,0.2083623005077243,1532.47,3307460.37,4450874.32,-1.5952865617564327,398.666,99.253
938,CASP16.M1293TS304_5,1,2,0.789,0.629,0.829,0.884,0.892,0.887,7.055,0.94254,0.82754,0.79364,0.54701,0.61671,0.6508,0.7297066666666667,0.60484,0.8545733333333333,0.20356994308531284,1610.39,3286192.19,4485046.15,-3.6055443698887006,397.742,111.047
939,CASP16.M1293TS325_1,1,2,0.751,0.598,0.839,0.885,0.878,0.904,7.602,0.93895,0.82179,0.78743,0.54789,0.6175,0.6519,0.7275766666666666,0.6057633333333333,0.84939,0.1910884047159925,1607.25,3249586.23,4387735.04,-2.4542168890881757,385.75,99.5829
940,CASP16.M1293TS325_2,1,2,0.894,0.859,0.855,0.88,0.871,0.91,7.454,0.94234,0.82451,0.79158,0.54774,0.62116,0.65358,0.7301516666666665,0.6074933333333333,0.8528099999999998,0.17264443789608774,1618.42,3289452.01,4406740.1,-1.1290400374478022,379.919,100.04
941,CASP16.M1293TS325_3,1,2,0.699,0.575,0.844,0.891,0.879,0.905,8.911,0.93699,0.8169,0.78184,0.55152,0.61895,0.65303,0.7265383333333333,0.6078333333333333,0.8452433333333333,0.19040822875685987,1585.69,3329330.82,4415164.23,-2.637820109842589,388.799,101.445
942,CASP16.M1293TS325_4,1,2,0.751,0.598,0.835,0.891,0.879,0.912,9.319,0.94072,0.82386,0.79207,0.54448,0.60992,0.64786,0.726485,0.6007533333333334,0.8522166666666667,0.16052185303997246,1623.85,3235891.57,4309793.09,-4.023705295025371,408.584,103.755
943,CASP16.M1293TS325_5,1,2,0.7,0.574,0.83,0.879,0.853,0.909,9.427,0.9421,0.82484,0.79371,0.54291,0.61421,0.64824,0.7276683333333334,0.6017866666666667,0.8535499999999999,0.1480011479347013,1605.6,3186955.66,4170393.71,-1.8370098924266238,404.084,102.363
944,CASP16.M1293TS338_1,1,2,0.911,0.875,0.864,0.847,0.846,0.826,4.366,0.94161,0.82172,0.79136,0.52723,0.5949,0.63732,0.7190233333333333,0.5864833333333332,0.8515633333333333,0.17602635850198567,1580.09,2937955.67,4209765.61,-2.6969826254582334,322.195,94.3448
945,CASP16.M1293TS338_2,1,2,0.905,0.875,0.874,0.881,0.857,0.91,5.129,0.94209,0.81803,0.78627,0.53095,0.59732,0.63187,0.717755,0.5867133333333333,0.8487966666666668,0.14968456644564868,1600.2,3092052.81,4384204.36,-1.7745352539732324,398.489,101.104
946,CASP16.M1293TS338_3,1,2,0.892,0.866,0.874,0.873,0.839,0.909,5.296,0.93878,0.81553,0.7819,0.53934,0.5937,0.63331,0.7170933333333332,0.5887833333333333,0.8454033333333332,0.16307575437240301,1634.44,3143133.12,4509801.33,-3.2596814558879235,432.791,99.1533
947,CASP16.M1293TS338_4,1,2,0.891,0.865,0.858,0.871,0.839,0.906,5.811,0.94488,0.81559,0.78287,0.53704,0.59666,0.63247,0.7182516666666667,0.5887233333333334,0.8477800000000001,0.1597993762232363,1628.09,3236775.96,4589714.98,-2.2882615615569057,397.708,102.87
948,CASP16.M1293TS338_5,1,2,0.898,0.864,0.858,0.878,0.851,0.911,7.448,0.94211,0.82344,0.78847,0.55217,0.61839,0.6528,0.7295633333333333,0.6077866666666667,0.85134,0.2024733908241615,1611.6,3096160.87,4383503.61,-2.096346029486529,404.536,101.341
949,CASP16.M1293TS345_1,1,2,0.866,0.77,0.826,0.9,0.884,0.905,13.294,0.93589,0.82339,0.79188,0.53321,0.58656,0.64002,0.7184916666666666,0.5865966666666667,0.8503866666666666,0.13943994776345792,1573.41,3483822.33,4703201.11,-4.775785491592661,453.223,116.918
950,CASP16.M1293TS345_2,1,2,0.875,0.824,0.831,0.876,0.847,0.911,11.405,0.93945,0.81709,0.78647,0.54328,0.60513,0.64654,0.7229933333333333,0.5983166666666666,0.8476699999999999,0.1489734801463783,1622.1,3181108.42,4270714.79,-2.3793982261436875,388.23,101.329
951,CASP16.M1293TS345_3,1,2,0.884,0.858,0.835,0.867,0.886,0.916,11.284,0.94092,0.81724,0.78734,0.53174,0.59494,0.63914,0.7185533333333334,0.5886066666666667,0.8485,0.12713201273581945,1574.2,3226812.65,4267763.96,-1.1738450553154172,425.441,99.2918
952,CASP16.M1293TS345_4,1,2,0.884,0.857,0.838,0.855,0.805,0.905,16.323,0.93263,0.8241,0.79489,0.53019,0.57202,0.64259,0.71607,0.5816,0.8505400000000001,0.10011762131471186,1712.89,4369566.04,5658728.56,-2.7522876637378855,538.451,124.88
953,CASP16.M1293TS345_5,1,2,0.874,0.81,0.836,0.862,0.853,0.907,10.724,0.93998,0.81847,0.78674,0.53432,0.59524,0.64012,0.7191449999999999,0.5898933333333334,0.8483966666666666,0.16315452781273052,1631.23,3397744.64,4604892.52,-2.3725776144412016,422.896,101.431
954,CASP16.M1293TS369_1,1,2,0.856,0.824,0.793,0.674,0.736,0.729,14.485,0.73739,0.53111,0.37957,0.29625,0.27124,0.45433,0.4449816666666666,0.34060666666666667,0.5493566666666666,0.15761497572530062,1575.21,3104482.2,5450746.5,-2.917767566279399,454.771,133.991
955,CASP16.M1293TS369_2,1,2,0.882,0.848,0.836,0.876,0.899,0.918,10.647,0.93813,0.82,0.78884,0.52772,0.58563,0.62443,0.714125,0.57926,0.84899,0.14482312542386352,1586.98,3293235.34,4362576.08,-2.2465741157545827,391.539,99.9293
956,CASP16.M1293TS369_3,1,2,0.458,0.381,0.644,0.083,0.185,0.04,31.628,0.70147,0.4647,0.32484,0.16288,0.1264,0.2964,0.34611500000000006,0.19522666666666666,0.4970033333333334,0.14313812705222517,565.533,4443136.75,6780509.25,-2.7627664149445206,376.311,155.795
957,CASP16.M1293TS369_4,1,2,0.876,0.849,0.844,0.869,0.87,0.839,7.038,0.73668,0.53956,0.38512,0.31455,0.32418,0.46904,0.4615216666666667,0.3692566666666666,0.5537866666666668,0.14384670937433836,1506.42,3321591.69,5241493.5,-3.3530177109009576,414.227,108.28
958,CASP16.M1293TS369_5,1,2,0.425,0.338,0.377,0.0,0.205,0.001,41.199,0.683,0.42195,0.28331,0.14908,0.10008,0.31118,0.3247666666666667,0.18678000000000003,0.46275333333333335,0.10569100842185435,1177.59,2769500.87,7438609.14,-2.2754935389458915,-607.13,276.235
959,CASP16.M1293TS450_1,1,2,0.774,0.584,0.692,0.757,0.814,0.625,8.39,0.7507,0.56407,0.40746,0.33836,0.35509,0.48466,0.48339,0.39270333333333335,0.5740766666666667,0.14098908770829438,1453.88,3148511.29,4486262.94,-3.3003445043454045,255.836,99.7051
960,CASP16.M1293TS450_2,1,2,0.791,0.607,0.706,0.736,0.728,0.659,8.528,0.75933,0.59402,0.43705,0.35641,0.36472,0.50116,0.502115,0.40743,0.5967999999999999,0.23598709143698215,1458.66,3051869.08,4278965.82,-2.634709770450471,286.75,103.501
961,CASP16.M1293TS450_3,1,2,0.791,0.615,0.692,0.706,0.779,0.617,11.095,0.76872,0.58671,0.44023,0.32661,0.35296,0.48801,0.4938733333333333,0.38919333333333334,0.5985533333333333,0.1383833316154778,1319.88,2661082.01,3829454.63,-4.9330730986559725,206.628,93.2577
962,CASP16.M1293TS450_4,1,2,0.85,0.708,0.697,0.713,0.735,0.618,7.823,0.7429,0.54265,0.3848,0.3089,0.32082,0.46591,0.4609966666666666,0.36521,0.5567833333333333,0.12113765393150971,1428.7,2418979.07,3447550.4,-2.739696506714461,247.227,82.7008
963,CASP16.M1293TS450_5,1,2,0.896,0.862,0.855,0.918,0.933,0.914,9.384,0.94303,0.82882,0.80003,0.54074,0.60792,0.64444,0.7274966666666667,0.5977,0.8572933333333334,0.16464408750180154,1534.27,3221480.87,4392783.4,-2.3096061812642645,405.224,101.154
964,CASP16.M1293TS462_1,1,2,0.881,0.854,0.834,0.865,0.837,0.913,16.843,0.9369,0.83609,0.80708,0.57881,0.62467,0.67701,0.7434266666666667,0.62683,0.8600233333333334,0.15766942397458478,1699.87,4291678.78,5475541.04,-2.0900479455710195,464.361,129.066
965,CASP16.M1293TS462_2,1,2,0.879,0.851,0.83,0.861,0.821,0.915,14.533,0.9413,0.83301,0.79916,0.59044,0.6528,0.68484,0.7502583333333332,0.6426933333333333,0.8578233333333333,0.17364134427625685,1750.26,3660407.97,4903891.81,-4.2781799682147374,479.914,125.815
966,CASP16.M1293TS462_3,1,2,0.903,0.868,0.843,0.87,0.852,0.916,7.539,0.94459,0.83434,0.80123,0.58757,0.65496,0.67832,0.7501683333333333,0.6402833333333334,0.8600533333333332,0.1868825580459088,1611.9,3081941.21,4285506.13,-1.5767365677041076,409.544,99.5829
967,CASP16.M1293TS462_4,1,2,0.774,0.623,0.815,0.874,0.867,0.908,11.191,0.94477,0.82947,0.7946,0.59298,0.66099,0.6855,0.751385,0.64649,0.8562799999999999,0.19079371821135283,1603.4,3137567.68,4334956.65,-2.0450714889377464,391.811,99.2554
968,CASP16.M1293TS462_5,1,2,0.77,0.611,0.84,0.879,0.865,0.898,8.132,0.94206,0.8318,0.79713,0.59037,0.66309,0.68561,0.7516766666666668,0.6463566666666667,0.8569966666666667,0.21440327402669934,1628.18,3442251.25,4644831.07,-4.849350409853191,365.168,101.367
969,CASP16.M1293TS481_1,1,2,0.919,0.866,0.898,0.855,0.865,0.891,3.952,0.9358,0.82165,0.79031,0.55852,0.6183,0.65324,0.7296366666666667,0.61002,0.8492533333333333,0.16246018620295216,1560.3,2653824.97,3558959.83,-1.6531469339032951,282.891,80.9958
970,CASP16.M1293TS481_2,1,2,0.922,0.865,0.867,0.852,0.865,0.832,4.378,0.93854,0.8343,0.8072,0.5663,0.6265,0.65572,0.7380933333333333,0.6161733333333334,0.8600133333333333,0.17292502061827691,1554.35,2621617.2,3467558.98,-1.5663578244402925,283.107,80.9958
971,CASP16.M1293TS481_3,1,2,0.902,0.865,0.875,0.848,0.858,0.89,3.999,0.94102,0.82902,0.79992,0.56026,0.62568,0.65832,0.7357033333333334,0.6147533333333334,0.8566533333333334,0.17059401978913227,1545.58,2592948.71,3397589.02,-1.4588594254274163,290.639,80.6854
972,CASP16.M1293TS481_4,1,2,0.889,0.859,0.876,0.848,0.858,0.891,5.045,0.93774,0.82831,0.80046,0.55929,0.62568,0.65707,0.7347583333333334,0.6140133333333333,0.8555033333333334,0.1607543858983263,1545.85,2600241.76,3474154.04,-1.529138718984775,279.818,79.3128
973,CASP16.M1293TS481_5,1,2,0.911,0.858,0.855,0.848,0.865,0.833,6.546,0.93884,0.83556,0.80568,0.56197,0.61827,0.65288,0.7355333333333334,0.61104,0.8600266666666666,0.2017336647362754,1550.36,2652878.42,3512409.39,-1.5111749554517804,293.579,81.4504
